city,latitude,longitude,aod,reflectance_SWIR,temperature_2m,humidity_2m,pbl_height,wind_speed_10m,hour
Hyderabad,17.394647191524154,78.49819327305615,2.3632052643731223,0.21287127753357266,33.30649068528491,30.933087715787114,832.4712119081146,11.042007375454817,19
Hyderabad,17.38344112024315,78.48202513266627,0.8283803979517819,0.10315974120586083,30.64035002996266,89.96715900669388,792.0467930893129,6.36982737253262,6
Hyderabad,17.374102358213914,78.49257170673019,2.0022283512823984,0.31606493452399553,38.98060586118193,65.35657390738547,203.11548812045768,7.6785573409875,19
Hyderabad,17.384316268430787,78.46982188990565,1.5029781734849874,0.1438805293010791,19.353016882009975,58.52637242954258,1709.8481394012658,6.984502905282253,7
Hyderabad,17.39102481260926,78.48098599440588,1.790737987196543,0.4781211964676717,19.731101248181133,51.16818351393974,1157.8311917753456,8.659487444559513,19
Hyderabad,17.37739700061513,78.47370388638366,0.9074584956495403,0.31098471723288507,32.86416972783473,48.106921045920785,1212.8307819606339,10.698300289399453,14
Hyderabad,17.40001805518228,78.47710197282886,0.9401674923997099,0.2050496730024469,18.921592518113563,48.37917834416083,861.9179096092467,1.408496755065634,23
Hyderabad,17.367084544095505,78.48893246967941,1.4045632572224576,0.15948385572276902,15.43804099724977,53.60378996348851,568.9739467729976,8.66438770753775,2
Hyderabad,17.383484661997088,78.48261211563245,1.6354368525535379,0.39678120970711495,24.910323445722334,71.20785625220813,1243.7632110885793,14.861292958636051,2
Hyderabad,17.397731704939137,78.48754109538928,1.7933377440527192,0.2591466004536098,23.948928825514013,67.42522598366136,1964.0997143537247,4.1193788415291195,6
Hyderabad,17.388695064489475,78.47320887359807,1.110434277327869,0.16806750606304446,25.248928968984398,52.87009972929519,255.23114748699373,11.231648049301107,10
Hyderabad,17.372903217029062,78.46154670982283,0.87053037149257,0.2375715424185894,34.51211883523686,79.08378056804814,324.37991597798,5.769171614130929,0
Hyderabad,17.35844073274624,78.48850504246941,2.319806105939147,0.14268464585264728,37.018029573412804,55.199646088139225,1772.9269364077572,14.25296565475843,21
Hyderabad,17.38032544342257,78.48517900801346,1.1905036123061965,0.2100561948624179,36.7475231917075,82.62597766729024,1988.6113401901432,4.49350314686073,18
Hyderabad,17.378724900437415,78.47274047692783,2.386095759024113,0.26256321923907033,30.122434243490016,79.23132611737111,1835.3229182474613,9.691844671127766,8
Hyderabad,17.391693537682396,78.48031669264141,2.264781501723399,0.10137851156310251,15.520037632484597,57.96413021687557,1604.4959049471786,7.734714856053176,15
Hyderabad,17.370780270045763,78.48567922747449,2.2712778871666264,0.3612878081254346,18.345927731923656,41.5175827870205,1720.4255583623749,5.477882491863824,14
Hyderabad,17.396024701927608,78.47499246344282,1.4056302235423157,0.23139084504270768,35.51382425958946,78.25930074791131,931.2344750746083,11.599400562258328,17
Hyderabad,17.395724396916737,78.47526117092846,0.9943736640189067,0.1257125298978608,37.55938850224807,24.943026478393158,308.9169510359587,14.312489420650257,18
Hyderabad,17.38638445066785,78.4790643849178,1.2852331429347066,0.2316051145121082,25.294849291946683,53.10568506616098,1643.8229678687862,0.6614728197931568,17
Hyderabad,17.37867529005076,78.49084101826341,1.4763968171587973,0.17099689658558426,33.53368024574303,60.362809769426235,209.88971961229458,5.5657307167353505,1
